0.000000,-11.990407,947.242188,-0.507500,-0.175000,0.752499,-195.652176,91.304344,-380.487793
-23.980814,0.000000,983.213379,-0.560000,-0.245000,0.595000,-195.652176,91.304344,-380.487793
0.000000,0.000000,995.203796,-0.804999,-0.210000,0.682500,-195.652176,91.304344,-380.487793
23.980814,23.980814,983.213379,-0.507500,-0.262500,0.804999,-195.652176,91.304344,-380.487793
23.980814,23.980814,959.232544,-0.560000,-0.420000,0.839999,-195.652176,91.304344,-380.487793
0.000000,0.000000,959.232544,-0.647500,-0.542500,0.752499,-195.652176,91.304344,-380.487793
11.990407,0.000000,959.232544,-0.507500,-0.297500,0.682500,-195.652176,91.304344,-380.487793
0.000000,0.000000,959.232544,-0.542500,-0.157500,0.542500,-186.956528,95.652176,-375.609741
11.990407,11.990407,947.242188,-0.542500,-0.192500,0.892499,-186.956528,95.652176,-375.609741
0.000000,0.000000,959.232544,-0.734999,-0.437500,0.525000,-186.956528,95.652176,-375.609741
11.990407,0.000000,947.242188,-0.682500,-0.035000,0.857499,-186.956528,95.652176,-375.609741
0.000000,0.000000,935.251770,-0.647500,-0.297500,0.804999,-191.304352,91.304344,-380.487793
-11.990407,0.000000,959.232544,-0.682500,-0.455000,0.595000,-191.304352,91.304344,-380.487793
0.000000,0.000000,959.232544,-0.682500,-0.245000,0.804999,-191.304352,91.304344,-380.487793
-23.980814,0.000000,947.242188,-0.734999,-0.280000,0.874999,-191.304352,91.304344,-380.487793
-23.980814,-23.980814,959.232544,-0.507500,-0.297500,0.857499,-191.304352,91.304344,-380.487793
0.000000,0.000000,959.232544,-0.245000,-0.157500,0.752499,-191.304352,91.304344,-380.487793
0.000000,-11.990407,959.232544,-0.560000,-0.367500,0.874999,-191.304352,91.304344,-380.487793
11.990407,-23.980814,959.232544,-0.560000,-0.507500,0.700000,-191.304352,91.304344,-380.487793
23.980814,-11.990407,959.232544,-0.612500,-0.210000,0.595000,-191.304352,91.304344,-380.487793
0.000000,-11.990407,947.242188,-0.752499,-0.245000,0.577500,-195.652176,91.304344,-375.609741
11.990407,23.980814,935.251770,-0.525000,-0.332500,0.472500,-195.652176,91.304344,-375.609741
11.990407,-11.990407,971.222961,-0.717499,-0.367500,0.892499,-195.652176,91.304344,-375.609741
23.980814,0.000000,935.251770,-0.402500,-0.402500,0.804999,-195.652176,91.304344,-375.609741
11.990407,-11.990407,935.251770,-0.437500,-0.455000,0.874999,-195.652176,95.652176,-380.487793
-23.980814,0.000000,959.232544,-0.595000,-0.455000,0.857499,-195.652176,95.652176,-380.487793
-35.971222,-23.980814,971.222961,-0.490000,-0.350000,0.717499,-195.652176,95.652176,-380.487793
47.961628,0.000000,959.232544,-0.297500,-0.297500,0.682500,-195.652176,95.652176,-380.487793
23.980814,-11.990407,959.232544,-0.472500,-0.367500,0.927499,-195.652176,95.652176,-375.609741
0.000000,-23.980814,959.232544,-0.717499,-0.087500,0.542500,-195.652176,95.652176,-375.609741
0.000000,-11.990407,959.232544,-0.507500,-0.262500,0.525000,-195.652176,95.652176,-375.609741
23.980814,-23.980814,935.251770,-0.612500,-0.472500,0.804999,-195.652176,95.652176,-375.609741
11.990407,0.000000,959.232544,-0.385000,-0.227500,0.839999,-195.652176,95.652176,-375.609741
11.990407,0.000000,959.232544,-0.647500,-0.140000,0.752499,-191.304352,95.652176,-380.487793
11.990407,0.000000,959.232544,-0.787499,-0.245000,0.857499,-191.304352,95.652176,-380.487793
0.000000,0.000000,959.232544,-0.630000,-0.315000,0.752499,-1.000000,-1.000000,-1.000000
0.000000,0.000000,959.232544,-0.630000,-0.315000,0.630000,-191.304352,95.652176,-380.487793
0.000000,-11.990407,959.232544,-0.822499,-0.367500,0.665000,-191.304352,91.304344,-375.609741
-11.990407,23.980814,959.232544,-0.647500,-0.192500,0.630000,-191.304352,91.304344,-375.609741
0.000000,0.000000,983.213379,-0.612500,-0.262500,0.804999,-191.304352,91.304344,-375.609741
0.000000,0.000000,959.232544,-0.822499,-0.297500,0.612500,-191.304352,91.304344,-375.609741
0.000000,0.000000,983.213379,-0.630000,-0.332500,0.595000,-191.304352,91.304344,-375.609741
0.000000,0.000000,971.222961,-0.455000,-0.350000,0.997499,-191.304352,91.304344,-375.609741
0.000000,23.980814,959.232544,-0.210000,-0.122500,0.892499,-191.304352,91.304344,-375.609741
0.000000,23.980814,959.232544,-0.490000,-0.192500,0.682500,-191.304352,91.304344,-375.609741
23.980814,0.000000,959.232544,-0.682500,-0.105000,0.787499,-191.304352,91.304344,-375.609741
23.980814,0.000000,947.242188,-0.507500,-0.192500,0.839999,-191.304352,95.652176,-375.609741
23.980814,0.000000,935.251770,-0.612500,-0.420000,0.839999,-191.304352,95.652176,-375.609741
11.990407,0.000000,935.251770,-0.507500,-0.315000,0.839999,-191.304352,95.652176,-375.609741
0.000000,0.000000,959.232544,-0.280000,-0.350000,0.892499,-191.304352,95.652176,-375.609741
0.000000,0.000000,959.232544,-0.315000,-0.157500,0.769999,-191.304352,95.652176,-375.609741
0.000000,0.000000,959.232544,-0.367500,-0.262500,0.647500,-191.304352,95.652176,-375.609741
11.990407,-23.980814,767.386047,-0.595000,-0.262500,0.734999,-191.304352,95.652176,-375.609741
